feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,data_length
ta_squared,12,72.48574997026954,4.795827625644131e-174,True,***,17519,J,17519
si_lag_15h_mean,10,79.95822023194579,1.5228858793378878e-161,True,***,17504,J,17519
ta_fourier_sin_2,3,249.63803229088296,1.2238297423482324e-158,True,***,17519,J,17519
wind_chill_fourier_sin_2,3,249.63803229088296,1.2238297423482324e-158,True,***,17519,J,17519
hm_fourier_sin_2,3,249.63803229088296,1.2238297423482324e-158,True,***,17519,J,17519
ws_fourier_sin_2,3,249.63803229088296,1.2238297423482324e-158,True,***,17519,J,17519
ta_fourier_cos_2,3,249.6380322908671,1.2238297423754329e-158,True,***,17519,J,17519
hm_fourier_cos_2,3,249.6380322908671,1.2238297423754329e-158,True,***,17519,J,17519
wind_chill_fourier_cos_2,3,249.6380322908671,1.2238297423754329e-158,True,***,17519,J,17519
ws_fourier_cos_2,3,249.6380322908671,1.2238297423754329e-158,True,***,17519,J,17519
wind_temp_interaction,12,65.66702306958948,2.7559021765012473e-157,True,***,17519,J,17519
day_of_year_cos,12,63.62430775653839,2.9608495066553713e-152,True,***,17519,J,17519
hm_lag_3h_mean,10,62.883057861332276,2.5335632373680916e-126,True,***,17516,J,17519
hm_lag_6h_mean,10,60.88557470280218,3.462050294609736e-122,True,***,17513,J,17519
hm_lag_24h_mean,12,49.70541908463729,7.437305294115455e-118,True,***,17495,J,17519
hm_lag_12h_mean,12,46.03275842356464,9.433314465949113e-109,True,***,17507,J,17519
hm_lag_9h_mean,4,126.48001975364397,1.2347803873971534e-106,True,***,17510,J,17519
hour_cos,1,426.7846821170763,1.064179779262288e-93,True,***,17519,J,17519
ws_lag_3h_mean,10,46.40819209819443,3.8424044187278405e-92,True,***,17516,J,17519
ws_lag_24h_mean,12,38.57551835059146,3.070694214324434e-90,True,***,17495,J,17519
ws_lag_9h_mean,1,403.5133814548332,9.454823688680669e-89,True,***,17510,J,17519
hm_lag_18h_mean,12,36.905196747217225,4.325175160416246e-86,True,***,17501,J,17519
month_cos,3,128.04250793687277,4.7884687567270145e-82,True,***,17519,J,17519
hm_lag_21h_mean,11,37.80246340095963,2.742965601362344e-81,True,***,17498,J,17519
ws,11,33.78304226788617,4.099565119947857e-72,True,***,17519,J,17519
hm,10,36.35238298407068,3.1858023425103378e-71,True,***,17519,J,17519
ws_lag_21h_mean,12,30.8254302137313,5.473722333338759e-71,True,***,17498,J,17519
ws_lag_6h_mean,7,41.611120392684484,1.4030322596232e-58,True,***,17513,J,17519
dayofweek_cos,12,22.284246104077454,8.088160333246317e-50,True,***,17519,J,17519
hm_lag_15h_mean,12,21.421447844584833,1.0949259391942888e-47,True,***,17504,J,17519
ws_lag_18h_mean,12,21.312596414477973,2.033162284795448e-47,True,***,17501,J,17519
ta_diff_12h,1,210.01989131323305,2.55594448502077e-47,True,***,17507,J,17519
ws_lag_12h_mean,3,72.12505847540687,2.3537532328771407e-46,True,***,17507,J,17519
hour_sin,9,24.354002927339018,5.875151673245867e-42,True,***,17519,J,17519
wd_lag_12h_mean,1,180.31814214813366,6.584083156638158e-41,True,***,17507,J,17519
wd_lag_9h_mean,3,55.04431513992527,2.0960605964638057e-35,True,***,17510,J,17519
ws_lag_15h_mean,1,125.37144321942753,5.296377565772904e-29,True,***,17504,J,17519
wd_lag_24h_mean,12,13.703572716792182,9.158646254249529e-29,True,***,17495,J,17519
wd_lag_6h_mean,7,20.49289173761674,1.2628566470054583e-27,True,***,17513,J,17519
wd_lag_3h_mean,10,14.84746684780849,1.016361563527204e-26,True,***,17516,J,17519
rn_day,11,13.700648104394277,1.422019729240425e-26,True,***,17519,J,17519
wd_lag_15h_mean,1,111.01087740085796,7.034388248100927e-26,True,***,17504,J,17519
month_sin,2,45.246218853680574,2.5142780033361248e-20,True,***,17519,J,17519
wd,12,9.681392154172464,4.187697470300823e-19,True,***,17519,J,17519
wd_lag_21h_mean,3,20.345392895166068,3.716899948221165e-13,True,***,17498,J,17519
month,2,13.34046725760856,1.6244927689589987e-06,True,***,17519,J,17519
day_of_year,2,12.807565140388574,2.7657261598310996e-06,True,***,17519,J,17519
wd_lag_18h_mean,10,4.155508273642582,9.143966688262508e-06,True,***,17501,J,17519
rn_hr1_lag_18h_mean,1,18.508067470732716,1.7010436881372663e-05,True,***,17501,J,17519
rn_hr1_lag_21h_mean,1,15.219101988625065,9.60882697839187e-05,True,***,17498,J,17519
rn_hr1_lag_3h_mean,1,8.184397944705635,0.004230220199128043,True,**,17516,J,17519
rn_hr1_lag_9h_mean,12,2.3446111849914,0.005311358942918739,True,**,17510,J,17519
rn_hr1_lag_15h_mean,4,3.610507154479095,0.006023624476009937,True,**,17504,J,17519
rn_hr1_lag_6h_mean,1,7.406030382553421,0.006506985493369648,True,**,17513,J,17519
rn_hr1_lag_12h_mean,9,2.4353445318059452,0.009172698892751043,True,**,17507,J,17519
rn_hr1,6,2.6708195577973166,0.013650137531627141,True,*,17519,J,17519
ta_diff_24h,2,3.3980274433645596,0.0334612456374994,True,*,17495,J,17519
dayofweek,11,1.8629452760323844,0.039108406968390796,True,*,17519,J,17519
daily_temp_range,11,1.6783159533580496,0.07157523472366886,False,,17519,J,17519
rn_hr1_lag_24h_mean,10,1.4949893076744427,0.1340090701454304,False,,17495,J,17519
wind_chill_fourier_sin_1,2,1.93266044246165,0.1447934287729789,False,,17519,J,17519
ws_fourier_sin_1,2,1.93266044246165,0.1447934287729789,False,,17519,J,17519
ta_fourier_sin_1,2,1.93266044246165,0.1447934287729789,False,,17519,J,17519
hm_fourier_sin_1,2,1.93266044246165,0.1447934287729789,False,,17519,J,17519
ws_fourier_cos_1,2,1.932660442416185,0.14479342877952803,False,,17519,J,17519
ta_fourier_cos_1,2,1.932660442416185,0.14479342877952803,False,,17519,J,17519
wind_chill_fourier_cos_1,2,1.932660442416185,0.14479342877952803,False,,17519,J,17519
hm_fourier_cos_1,2,1.932660442416185,0.14479342877952803,False,,17519,J,17519
month_day_interaction,2,1.5396584013009253,0.21448337485555602,False,,17519,J,17519
dayofweek_sin,3,1.383212401638803,0.24579086158272423,False,,17519,J,17519
daily_temp_range_diff,1,1.1091802698230735,0.29227475677138914,False,,17496,J,17519
ws_fourier_sin_3,1,0.19735886030684294,0.6568666858554544,False,,17519,J,17519
ta_fourier_sin_3,1,0.19735886030684294,0.6568666858554544,False,,17519,J,17519
wind_chill_fourier_sin_3,1,0.19735886030684294,0.6568666858554544,False,,17519,J,17519
hm_fourier_sin_3,1,0.19735886030684294,0.6568666858554544,False,,17519,J,17519
ta_fourier_cos_3,2,0.39050502953727,0.6767209197829654,False,,17519,J,17519
hm_fourier_cos_3,2,0.39050502953727,0.6767209197829654,False,,17519,J,17519
wind_chill_fourier_cos_3,2,0.39050502953727,0.6767209197829654,False,,17519,J,17519
ws_fourier_cos_3,2,0.39050502953727,0.6767209197829654,False,,17519,J,17519
hour,10,161.95543347747588,0.0,True,***,17519,K,17519
si_lag_9h_mean,1,1720.9018820069964,0.0,True,***,17510,K,17519
hour_squared,10,167.9346268620119,0.0,True,***,17519,K,17519
si_lag_21h_mean,12,135.23320991973216,0.0,True,***,17498,K,17519
si_lag_3h_mean,12,127.8377037513641,7.342385335594609e-308,True,***,17516,K,17519
si_lag_18h_mean,1,1455.6117626940552,5.207415455331648e-306,True,***,17501,K,17519
si_lag_12h_mean,12,126.53594017830804,9.367477402560137e-305,True,***,17507,K,17519
si_lag_6h_mean,12,125.42063401945862,4.2116957949546047e-302,True,***,17513,K,17519
si_lag_24h_mean,12,124.1135671136532,5.665529220811684e-299,True,***,17495,K,17519
si,12,122.03576687538259,4.957205145056049e-294,True,***,17519,K,17519
ta_cubed,12,119.0616725838954,6.358627319200472e-287,True,***,17519,K,17519
HDD_18,12,117.81251068077404,6.20168768211202e-284,True,***,17519,K,17519
ta_lag_12h_mean,4,315.0959972961561,3.0968805708804513e-262,True,***,17507,K,17519
ta_lag_9h_mean,4,309.14985332602436,2.0065548434536946e-257,True,***,17510,K,17519
ta_lag_6h_mean,12,105.7313657289534,6.536471059555418e-255,True,***,17513,K,17519
ta_lag_3h_mean,12,103.1715288857041,9.733023247805327e-249,True,***,17516,K,17519
ta_lag_24h_mean,12,102.67583878999811,1.56706783013387e-247,True,***,17495,K,17519
ta_lag_3h,12,100.6707844230294,1.0684329794054578e-242,True,***,17516,K,17519
ta_chi_lag_24h_mean,12,100.58471506308351,1.7643492242648082e-242,True,***,17495,K,17519
ta_diff_6h,12,100.41559022373991,4.436417349156518e-242,True,***,17513,K,17519
HDD_20,12,98.25149520190142,7.571954961263722e-237,True,***,17519,K,17519
ta_chi_lag_6h_mean,12,98.22594305289863,8.784654586718271e-237,True,***,17513,K,17519
ta_lag_2h,12,95.86009121171395,4.701224315268823e-231,True,***,17517,K,17519
ta_chi_lag_9h_mean,4,274.3934612562335,3.592321655532649e-229,True,***,17510,K,17519
ta_chi_lag_3h_mean,12,93.44862507235771,3.3195575889624057e-225,True,***,17516,K,17519
ta_chi_lag_12h_mean,12,92.81482748087333,1.1563356473241662e-223,True,***,17507,K,17519
ta_squared,12,92.00894571518694,1.0356357824330683e-221,True,***,17519,K,17519
wind_chill_lag_9h_mean,4,248.09176662492084,1.1805501066379524e-207,True,***,17510,K,17519
ta_lag_1h,12,85.3438949857762,1.7101303103440066e-205,True,***,17518,K,17519
wind_chill_lag_6h_mean,12,84.93761713953036,1.6793637449873837e-204,True,***,17513,K,17519
wind_chill_lag_24h_mean,12,83.83987779914976,8.09423006938565e-202,True,***,17495,K,17519
wind_chill_lag_12h_mean,2,475.0856625800818,1.2005966901293183e-201,True,***,17507,K,17519
ta_lag_18h_mean,12,83.75489748608929,1.2987157992395217e-201,True,***,17501,K,17519
si_lag_15h_mean,12,82.55447478013572,1.1013456932422185e-198,True,***,17504,K,17519
day_of_year_sin,12,82.18734664008473,8.579756966155449e-198,True,***,17519,K,17519
wind_chill_lag_3h_mean,12,81.54479507299045,3.1883014229482576e-196,True,***,17516,K,17519
ta_lag_21h_mean,12,76.3400431212126,1.7299966998513208e-183,True,***,17498,K,17519
ta_chi_lag_18h_mean,12,75.87402964044689,2.3910873702720078e-182,True,***,17501,K,17519
ta_chi_lag_21h_mean,12,74.59311565093931,3.296131166087196e-179,True,***,17498,K,17519
ta,12,73.07179878349703,1.7499677335056348e-175,True,***,17519,K,17519
hour_cos,1,803.7873675286436,6.3803341529314484e-173,True,***,17519,K,17519
ta_chi,12,65.15293114830109,5.081779090937321e-156,True,***,17519,K,17519
wind_chill_lag_18h_mean,12,64.77339672285437,4.40776507340012e-155,True,***,17501,K,17519
DCI,12,64.64870784850078,8.866667793008583e-155,True,***,17519,K,17519
hm_lag_3h_mean,12,61.03969617748672,6.988560303246263e-146,True,***,17516,K,17519
wind_chill_lag_21h_mean,12,58.55974880718253,9.297500880239804e-140,True,***,17498,K,17519
hm_lag_6h_mean,11,62.871174846499244,2.268707307089861e-138,True,***,17513,K,17519
wind_chill,12,56.71390079172943,3.350177535236696e-135,True,***,17519,K,17519
ta_lag_15h_mean,6,105.0329816301531,1.7009551700730403e-130,True,***,17504,K,17519
hm_lag_12h_mean,2,301.2959766362877,2.2452095884926975e-129,True,***,17507,K,17519
hm_lag_9h_mean,6,103.26602488699395,2.7443730490232355e-128,True,***,17510,K,17519
wind_temp_interaction,11,56.91945266569001,7.384252772220756e-125,True,***,17519,K,17519
hour_sin,9,67.97302645528828,1.0350115634781014e-123,True,***,17519,K,17519
ta_chi_lag_15h_mean,12,50.453031924962964,1.0429966351470723e-119,True,***,17504,K,17519
ta_humidity_interaction,12,49.10341897288561,2.292590164953342e-116,True,***,17519,K,17519
hm_ta_interaction,12,49.10341897288561,2.292590164953342e-116,True,***,17519,K,17519
wind_chill_lag_15h_mean,6,92.88373254683934,2.735237933187136e-115,True,***,17504,K,17519
hm_lag_24h_mean,12,48.38930562128187,1.3579400226441567e-114,True,***,17495,K,17519
hm_lag_18h_mean,12,40.72881505389762,1.3771021226525443e-95,True,***,17501,K,17519
ta_diff_12h,10,47.513834086573404,1.9357849657912146e-94,True,***,17507,K,17519
ws_lag_3h_mean,12,38.50976475987443,4.457442136236979e-90,True,***,17516,K,17519
hm_lag_21h_mean,12,36.76712862356162,9.532061001669747e-86,True,***,17498,K,17519
ws_lag_9h_mean,6,64.33576186459857,2.2149628535675968e-79,True,***,17510,K,17519
ws_lag_24h_mean,12,32.405803433326945,6.510272460281072e-75,True,***,17495,K,17519
hm_lag_15h_mean,6,59.37806828543316,4.007555240980989e-73,True,***,17504,K,17519
ws_lag_6h_mean,9,40.86774250648903,6.26717109242468e-73,True,***,17513,K,17519
hm,12,31.51250979342803,1.0741921699254864e-72,True,***,17519,K,17519
day_of_year_cos,12,30.25863655371193,1.3954000572036965e-69,True,***,17519,K,17519
ws_fourier_sin_2,3,96.66188436398537,4.7557974524733675e-62,True,***,17519,K,17519
hm_fourier_sin_2,3,96.66188436398537,4.7557974524733675e-62,True,***,17519,K,17519
ta_fourier_sin_2,3,96.66188436398537,4.7557974524733675e-62,True,***,17519,K,17519
wind_chill_fourier_sin_2,3,96.66188436398537,4.7557974524733675e-62,True,***,17519,K,17519
ta_fourier_cos_2,3,96.66188436397849,4.755797452524731e-62,True,***,17519,K,17519
ws_fourier_cos_2,3,96.66188436397849,4.755797452524731e-62,True,***,17519,K,17519
hm_fourier_cos_2,3,96.66188436397849,4.755797452524731e-62,True,***,17519,K,17519
wind_chill_fourier_cos_2,3,96.66188436397849,4.755797452524731e-62,True,***,17519,K,17519
ws_lag_21h_mean,12,26.497948617782786,2.996889904566098e-60,True,***,17498,K,17519
ws,12,24.31226693149852,7.78502968934722e-55,True,***,17519,K,17519
ws_lag_15h_mean,1,244.45870745428542,9.837795483208036e-55,True,***,17504,K,17519
ws_lag_12h_mean,3,80.79812754464254,6.591735008076056e-52,True,***,17507,K,17519
ws_lag_18h_mean,12,21.09300224888242,7.0824004347257565e-47,True,***,17501,K,17519
month_cos,3,67.77873467056156,1.4328481945309116e-43,True,***,17519,K,17519
dayofweek_cos,12,16.049538892335264,1.7622687911593923e-34,True,***,17519,K,17519
wd_lag_21h_mean,1,86.72234413565268,1.393402245263979e-20,True,***,17498,K,17519
wd_lag_6h_mean,12,10.260119299105764,1.766961727570192e-20,True,***,17513,K,17519
wd_lag_12h_mean,8,13.79636262135116,3.731088006892715e-20,True,***,17507,K,17519
wd_lag_3h_mean,12,10.030708894008383,6.207988898612375e-20,True,***,17516,K,17519
wd_lag_15h_mean,5,19.80008947211219,9.78877627303629e-20,True,***,17504,K,17519
rn_day,10,10.47286560568516,7.016752093257876e-18,True,***,17519,K,17519
wd_lag_9h_mean,11,9.735406725800399,8.001314009320449e-18,True,***,17510,K,17519
wd_lag_24h_mean,12,9.101556488053424,9.830013463587642e-18,True,***,17495,K,17519
wd,12,9.039972018015499,1.3727344894216938e-17,True,***,17519,K,17519
wd_lag_18h_mean,1,71.29407785835701,3.315446464848441e-17,True,***,17501,K,17519
month_sin,3,16.452682123832474,1.1315828733573501e-10,True,***,17519,K,17519
month,3,9.851557838995356,1.732251697690446e-06,True,***,17519,K,17519
day_of_year,3,9.769239296153659,1.9518231203021618e-06,True,***,17519,K,17519
rn_hr1_lag_18h_mean,1,8.33963541782236,0.003883691723055061,True,**,17501,K,17519
daily_temp_range,3,4.058006076564209,0.0068225018384238745,True,**,17519,K,17519
rn_hr1_lag_12h_mean,11,2.2920028235015244,0.008520413565784427,True,**,17507,K,17519
rn_hr1_lag_21h_mean,1,6.835149491971066,0.008945781794096427,True,**,17498,K,17519
month_day_interaction,2,4.527536624925938,0.010819919093674444,True,*,17519,K,17519
rn_hr1_lag_9h_mean,10,2.23881567310169,0.013286280822974865,True,*,17510,K,17519
rn_hr1_lag_15h_mean,8,2.1841537541523643,0.025592934827172554,True,*,17504,K,17519
ta_diff_24h,2,3.4856825775616933,0.030654126245951728,True,*,17495,K,17519
rn_hr1_lag_6h_mean,1,2.9247631546082618,0.08724774075718682,False,,17513,K,17519
daily_temp_range_diff,3,2.05542206898813,0.10383668017976404,False,,17496,K,17519
rn_hr1,1,2.6096705166327903,0.10623183941114277,False,,17519,K,17519
dayofweek,12,1.5156183880784446,0.11024113590045871,False,,17519,K,17519
rn_hr1_lag_3h_mean,1,1.2280671718160159,0.26779847635214443,False,,17516,K,17519
dayofweek_sin,12,1.1957502039035928,0.27908721992594343,False,,17519,K,17519
rn_hr1_lag_24h_mean,10,1.1030480681979746,0.35522243813552673,False,,17495,K,17519
ws_fourier_cos_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
ta_fourier_sin_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
ws_fourier_sin_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
ta_fourier_cos_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
hm_fourier_sin_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
hm_fourier_cos_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
wind_chill_fourier_sin_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
wind_chill_fourier_cos_1,2,0.8039670448865213,0.44756650516717233,False,,17519,K,17519
wind_chill_fourier_sin_3,1,0.21992211862426078,0.6391051033169929,False,,17519,K,17519
hm_fourier_sin_3,1,0.21992211862426078,0.6391051033169929,False,,17519,K,17519
ta_fourier_sin_3,1,0.21992211862426078,0.6391051033169929,False,,17519,K,17519
ws_fourier_sin_3,1,0.21992211862426078,0.6391051033169929,False,,17519,K,17519
hm_fourier_cos_3,2,0.4346613110838624,0.647490910848521,False,,17519,K,17519
wind_chill_fourier_cos_3,2,0.4346613110838624,0.647490910848521,False,,17519,K,17519
ws_fourier_cos_3,2,0.4346613110838624,0.647490910848521,False,,17519,K,17519
ta_fourier_cos_3,2,0.4346613110838624,0.647490910848521,False,,17519,K,17519
ta_diff_6h,2,1296.8081890575,0.0,True,***,17513,L,17519
hour_squared,10,188.30762165572452,0.0,True,***,17519,L,17519
ta_chi_lag_3h_mean,4,446.2520655001886,0.0,True,***,17516,L,17519
si_lag_15h_mean,10,188.46649198027384,0.0,True,***,17504,L,17519
hour_sin,12,135.05724177489307,0.0,True,***,17519,L,17519
HDD_20,2,958.3506259003631,0.0,True,***,17519,L,17519
ta,3,526.5660901174786,0.0,True,***,17519,L,17519
ta_lag_6h_mean,2,1224.0060478680848,0.0,True,***,17513,L,17519
wind_chill_lag_15h_mean,3,672.5034252374049,0.0,True,***,17504,L,17519
ta_lag_12h_mean,3,758.9240721148419,0.0,True,***,17507,L,17519
si_lag_6h_mean,2,1046.438923338015,0.0,True,***,17513,L,17519
wind_chill,5,324.7969800466636,0.0,True,***,17519,L,17519
ta_lag_3h_mean,3,579.1704598928991,0.0,True,***,17516,L,17519
ta_lag_18h_mean,3,590.5078042088386,0.0,True,***,17501,L,17519
wind_chill_lag_21h_mean,3,667.6211523432054,0.0,True,***,17498,L,17519
si,3,595.0425370987433,0.0,True,***,17519,L,17519
si_lag_21h_mean,4,435.6361472741407,0.0,True,***,17498,L,17519
ta_lag_21h_mean,3,662.7825252956794,0.0,True,***,17498,L,17519
DCI,4,476.1725371207376,0.0,True,***,17519,L,17519
wind_chill_lag_3h_mean,3,562.6493273971216,0.0,True,***,17516,L,17519
ta_chi_lag_21h_mean,2,820.3898475648227,0.0,True,***,17498,L,17519
ta_chi_lag_24h_mean,3,746.7443851449002,0.0,True,***,17495,L,17519
ta_lag_2h,12,140.30541063369228,0.0,True,***,17517,L,17519
ta_diff_12h,10,162.36561044866264,0.0,True,***,17507,L,17519
si_lag_24h_mean,2,906.5274060250441,0.0,True,***,17495,L,17519
ta_lag_9h_mean,2,817.4762029065217,0.0,True,***,17510,L,17519
ta_chi_lag_12h_mean,3,731.8250526739927,0.0,True,***,17507,L,17519
wind_chill_lag_9h_mean,2,861.8481692180715,0.0,True,***,17510,L,17519
ta_lag_1h,8,201.85768876377256,0.0,True,***,17518,L,17519
ta_lag_3h,6,277.84367456010864,0.0,True,***,17516,L,17519
HDD_18,2,962.1076285799744,0.0,True,***,17519,L,17519
si_lag_18h_mean,9,193.74621382216233,0.0,True,***,17501,L,17519
ta_chi_lag_9h_mean,2,793.8467310040098,0.0,True,***,17510,L,17519
ta_chi_lag_15h_mean,3,661.9249179445187,0.0,True,***,17504,L,17519
ta_chi_lag_6h_mean,2,1064.248868104899,0.0,True,***,17513,L,17519
ta_chi,2,875.1447242928595,0.0,True,***,17519,L,17519
ta_chi_lag_18h_mean,3,613.8565376829788,0.0,True,***,17501,L,17519
ta_lag_15h_mean,3,662.0051159476761,0.0,True,***,17504,L,17519
hour,9,196.18198689391804,0.0,True,***,17519,L,17519
wind_chill_lag_24h_mean,4,438.5281683938656,0.0,True,***,17495,L,17519
wind_chill_lag_12h_mean,2,805.7157050230643,0.0,True,***,17507,L,17519
ta_lag_24h_mean,3,633.1497568334099,0.0,True,***,17495,L,17519
si_lag_12h_mean,11,149.6856790076277,0.0,True,***,17507,L,17519
si_lag_3h_mean,1,2486.5414267705387,0.0,True,***,17516,L,17519
wind_chill_lag_18h_mean,3,636.315684855695,0.0,True,***,17501,L,17519
hour_cos,12,135.0572417748924,0.0,True,***,17519,L,17519
wind_chill_lag_6h_mean,2,1164.9272943938618,0.0,True,***,17513,L,17519
si_lag_9h_mean,10,159.8647873686971,8e-323,True,***,17510,L,17519
hm_lag_21h_mean,12,132.660011628504,2.6266e-319,True,***,17498,L,17519
hm,12,126.3861144761016,2.088368769517534e-304,True,***,17519,L,17519
hm_lag_15h_mean,10,141.69095703823558,1.1211538166052594e-286,True,***,17504,L,17519
hm_lag_18h_mean,10,140.8224118380473,6.1184049516886006e-285,True,***,17501,L,17519
hm_lag_3h_mean,5,257.5843959603411,1.5430393444147459e-266,True,***,17516,L,17519
hm_lag_12h_mean,12,107.42884998765341,5.358903634920264e-259,True,***,17507,L,17519
ws_lag_3h_mean,1,1217.0681797559366,7.408579779690324e-258,True,***,17516,L,17519
hm_lag_24h_mean,10,126.03748619601333,2.7420631734125307e-255,True,***,17495,L,17519
hm_lag_6h_mean,2,606.0444991798058,3.23719241206352e-255,True,***,17513,L,17519
ws_fourier_sin_2,3,388.29860003172996,3.359447691411665e-244,True,***,17519,L,17519
ta_fourier_sin_2,3,388.29860003172996,3.359447691411665e-244,True,***,17519,L,17519
hm_fourier_sin_2,3,388.29860003172996,3.359447691411665e-244,True,***,17519,L,17519
wind_chill_fourier_sin_2,3,388.29860003172996,3.359447691411665e-244,True,***,17519,L,17519
ws_fourier_cos_2,3,388.2986000317187,3.359447691463607e-244,True,***,17519,L,17519
hm_fourier_cos_2,3,388.2986000317187,3.359447691463607e-244,True,***,17519,L,17519
wind_chill_fourier_cos_2,3,388.2986000317187,3.359447691463607e-244,True,***,17519,L,17519
ta_fourier_cos_2,3,388.2986000317187,3.359447691463607e-244,True,***,17519,L,17519
day_of_year_sin,12,97.02585695736009,7.028027969243921e-234,True,***,17519,L,17519
ws_lag_21h_mean,10,102.1430004217135,6.308691816731054e-207,True,***,17498,L,17519
ws_lag_15h_mean,10,101.92213663945131,1.7680777381491157e-206,True,***,17504,L,17519
ws_lag_18h_mean,10,101.45785702491554,1.5622394719592646e-205,True,***,17501,L,17519
hm_ta_interaction,12,83.82432168384408,8.674966094590317e-202,True,***,17519,L,17519
ta_humidity_interaction,12,83.82432168384408,8.674966094590317e-202,True,***,17519,L,17519
ws_lag_12h_mean,12,70.1899515239584,2.090387707538121e-168,True,***,17507,L,17519
day_of_year_cos,3,262.74941379360234,8.248774484901045e-167,True,***,17519,L,17519
ws_lag_24h_mean,2,351.39117188756603,2.3954096973605694e-150,True,***,17495,L,17519
ws,4,178.42584433524738,4.3005755738535364e-150,True,***,17519,L,17519
ws_lag_6h_mean,12,55.39840498474363,5.996276988985562e-132,True,***,17513,L,17519
hm_lag_9h_mean,12,53.03306350373893,4.261221958408007e-126,True,***,17510,L,17519
ta_squared,5,113.65162694702639,1.268518123908032e-118,True,***,17519,L,17519
dayofweek_cos,12,38.47539380763446,5.423154388727455e-90,True,***,17519,L,17519
ws_lag_9h_mean,10,41.134057087217805,3.584230459708834e-81,True,***,17510,L,17519
month_cos,3,124.50890649070644,8.461854575859109e-80,True,***,17519,L,17519
wind_temp_interaction,10,36.036412995116635,1.4476159425322805e-70,True,***,17519,L,17519
ta_cubed,3,98.41863727281765,3.5930420334972635e-63,True,***,17519,L,17519
wd_lag_12h_mean,12,14.75948427153752,2.4807273953227995e-31,True,***,17507,L,17519
wd_lag_9h_mean,12,13.60373848542869,1.5992053212979412e-28,True,***,17510,L,17519
month_sin,3,35.17990931386029,1.168296504735377e-22,True,***,17519,L,17519
wd_lag_15h_mean,9,13.652033803017174,4.182230970941337e-22,True,***,17504,L,17519
wd_lag_6h_mean,12,10.261273774579971,1.7558133475408073e-20,True,***,17513,L,17519
wd_lag_3h_mean,12,9.987521628311553,7.862798275797433e-20,True,***,17516,L,17519
wd_lag_24h_mean,12,8.006365626920788,3.6196564651049106e-15,True,***,17495,L,17519
wd_lag_18h_mean,7,10.922277157704908,7.806028720873938e-14,True,***,17501,L,17519
wd,12,6.3089505382214295,2.872087733099162e-11,True,***,17519,L,17519
wd_lag_21h_mean,12,6.094008384605307,8.77359496331433e-11,True,***,17498,L,17519
rn_day,10,4.247145224146981,6.2871507502160205e-06,True,***,17519,L,17519
month,3,7.6819331655248115,3.978082648353526e-05,True,***,17519,L,17519
ta_diff_24h,9,3.977454541685036,4.35924602382752e-05,True,***,17495,L,17519
day_of_year,3,7.492123037671854,5.225908276528974e-05,True,***,17519,L,17519
daily_temp_range,3,4.011745275348327,0.007276216109492953,True,**,17519,L,17519
dayofweek,11,1.699850890481342,0.06682836008089124,False,,17519,L,17519
rn_hr1,2,1.6800022873308895,0.186403586127671,False,,17519,L,17519
month_day_interaction,3,1.5256065941886998,0.20558010483056638,False,,17519,L,17519
rn_hr1_lag_24h_mean,1,1.175928113363424,0.2782014590633655,False,,17495,L,17519
rn_hr1_lag_12h_mean,1,1.0764905533537485,0.2994983048917274,False,,17507,L,17519
rn_hr1_lag_21h_mean,1,0.9272372761373956,0.33559515733545386,False,,17498,L,17519
rn_hr1_lag_9h_mean,1,0.7626145871339957,0.38252350923987366,False,,17510,L,17519
rn_hr1_lag_6h_mean,2,0.8703199400495457,0.41883565206796614,False,,17513,L,17519
rn_hr1_lag_18h_mean,3,0.9040989611114592,0.4381640835613688,False,,17501,L,17519
dayofweek_sin,1,0.5254537923431201,0.4685341593594775,False,,17519,L,17519
daily_temp_range_diff,12,0.9583782151564065,0.48661889020185556,False,,17496,L,17519
rn_hr1_lag_3h_mean,3,0.7004070255294144,0.5516791359271125,False,,17516,L,17519
rn_hr1_lag_15h_mean,3,0.44090150846897885,0.723751742008927,False,,17504,L,17519
ws_fourier_cos_1,1,0.08145331011455244,0.7753408808286647,False,,17519,L,17519
ta_fourier_cos_1,1,0.08145331011455244,0.7753408808286647,False,,17519,L,17519
hm_fourier_cos_1,1,0.08145331011455244,0.7753408808286647,False,,17519,L,17519
wind_chill_fourier_cos_1,1,0.08145331011455244,0.7753408808286647,False,,17519,L,17519
ws_fourier_sin_3,1,0.07909180565124518,0.7785352828141505,False,,17519,L,17519
ta_fourier_sin_3,1,0.07909180565124518,0.7785352828141505,False,,17519,L,17519
wind_chill_fourier_sin_3,1,0.07909180565124518,0.7785352828141505,False,,17519,L,17519
hm_fourier_sin_3,1,0.07909180565124518,0.7785352828141505,False,,17519,L,17519
ws_fourier_sin_1,2,0.09537666672232496,0.909030940646313,False,,17519,L,17519
hm_fourier_sin_1,2,0.09537666672232496,0.909030940646313,False,,17519,L,17519
