feature,best_lag,f_statistic,p_value,is_significant,significance_level,data_points,branch_id,data_length
ta_chi_lag_15h_mean,12,97.10598889741685,4.5632730694990565e-234,True,***,17504,I,17519
hm_ta_interaction,12,96.53453947940336,1.0889861656155851e-232,True,***,17519,I,17519
ta_humidity_interaction,12,96.53453947940336,1.0889861656155851e-232,True,***,17519,I,17519
wind_chill_lag_21h_mean,3,367.5004732618348,1.772883830916028e-231,True,***,17498,I,17519
si_lag_24h_mean,11,102.76056550366314,5.1228851100735884e-228,True,***,17495,I,17519
si_lag_9h_mean,4,261.618127831104,9.812993534580792e-219,True,***,17510,I,17519
ta_lag_15h_mean,3,342.02090152035555,7.554556970018147e-216,True,***,17504,I,17519
wind_chill_lag_18h_mean,12,85.1390340069148,5.4720848356545185e-205,True,***,17501,I,17519
ta_lag_2h,6,164.979347984496,8.979323726325024e-205,True,***,17517,I,17519
wind_chill_lag_24h_mean,6,163.2780545514219,1.122371248574694e-202,True,***,17495,I,17519
si_lag_18h_mean,12,84.06331503251091,2.2971571147919685e-202,True,***,17501,I,17519
wind_chill_lag_15h_mean,3,317.19618201992455,1.4772154455933424e-200,True,***,17504,I,17519
ta_lag_1h,12,83.29211873973793,1.7262680669242285e-200,True,***,17518,I,17519
si_lag_15h_mean,10,90.58749159570769,2.408108655752272e-183,True,***,17504,I,17519
hm_fourier_sin_2,3,229.78243892932525,3.125979909163294e-146,True,***,17519,I,17519
wind_chill_fourier_sin_2,3,229.78243892932525,3.125979909163294e-146,True,***,17519,I,17519
ws_fourier_sin_2,3,229.78243892932525,3.125979909163294e-146,True,***,17519,I,17519
ta_fourier_sin_2,3,229.78243892932525,3.125979909163294e-146,True,***,17519,I,17519
wind_chill_fourier_cos_2,3,229.78243892931602,3.1259799092011424e-146,True,***,17519,I,17519
ws_fourier_cos_2,3,229.78243892931602,3.1259799092011424e-146,True,***,17519,I,17519
ta_fourier_cos_2,3,229.78243892931602,3.1259799092011424e-146,True,***,17519,I,17519
hm_fourier_cos_2,3,229.78243892931602,3.1259799092011424e-146,True,***,17519,I,17519
day_of_year_cos,3,178.0585527420862,9.989680275857633e-114,True,***,17519,I,17519
dayofweek_cos,12,44.140192874483226,4.665700396763364e-104,True,***,17519,I,17519
ws_lag_21h_mean,10,47.343565542438604,4.379708536314769e-94,True,***,17498,I,17519
ws_lag_18h_mean,12,39.98531331356574,9.66770899565957e-94,True,***,17501,I,17519
hm_lag_6h_mean,6,73.5412189362122,5.514581297707551e-91,True,***,17513,I,17519
hm,10,42.45591209473211,6.366740925830335e-84,True,***,17519,I,17519
hm_lag_21h_mean,11,38.51284035116508,6.555107410959095e-83,True,***,17498,I,17519
ws_lag_3h_mean,5,78.02668883195177,3.2719303521695385e-81,True,***,17516,I,17519
ws_lag_15h_mean,10,41.0892721623275,4.445353882623883e-81,True,***,17504,I,17519
ta_diff_12h,12,34.794770620031066,7.560287635267266e-81,True,***,17507,I,17519
ws,12,34.694210593867815,1.3417643971991154e-80,True,***,17519,I,17519
hm_lag_24h_mean,11,36.13496699735623,1.7580662488212553e-77,True,***,17495,I,17519
ta_cubed,12,32.77024674196982,8.07533119783356e-76,True,***,17519,I,17519
hm_lag_18h_mean,12,32.734511745181976,9.927400465304507e-76,True,***,17501,I,17519
hm_lag_3h_mean,5,72.75070368847777,1.196582349121533e-75,True,***,17516,I,17519
ws_lag_24h_mean,12,31.683413698114247,4.05293474596306e-73,True,***,17495,I,17519
hour_cos,12,31.18184788597978,7.108913342764073e-72,True,***,17519,I,17519
hour_sin,12,31.181847885979206,7.108913342791551e-72,True,***,17519,I,17519
hm_lag_12h_mean,12,31.099088716852144,1.143739200284093e-71,True,***,17507,I,17519
wind_temp_interaction,12,29.500565788748077,1.0633565147939265e-67,True,***,17519,I,17519
ta_squared,12,28.51737875720105,2.9300835281260315e-65,True,***,17519,I,17519
ws_lag_12h_mean,12,28.495976207918662,3.3147316199921986e-65,True,***,17507,I,17519
month_cos,3,92.21376833758983,3.3022080912279083e-59,True,***,17519,I,17519
hm_lag_15h_mean,12,23.74004119618169,2.032519968436048e-53,True,***,17504,I,17519
hm_lag_9h_mean,4,62.32456158150626,2.1911334240960796e-52,True,***,17510,I,17519
ws_lag_9h_mean,1,213.764368438604,3.9844636000217727e-48,True,***,17510,I,17519
ws_lag_6h_mean,6,30.28190062675762,2.322735846720021e-36,True,***,17513,I,17519
wd_lag_9h_mean,3,44.89590699856624,6.808551617100782e-29,True,***,17510,I,17519
wd_lag_12h_mean,1,124.59476275651679,7.811590159345916e-29,True,***,17507,I,17519
wd_lag_6h_mean,6,16.90492502353582,1.445256299344989e-19,True,***,17513,I,17519
wd,2,39.61449423759319,6.830387198936727e-18,True,***,17519,I,17519
wd_lag_24h_mean,12,8.383558877480644,4.7702630549717905e-16,True,***,17495,I,17519
month_sin,2,33.48245573320528,3.0653919806799973e-15,True,***,17519,I,17519
wd_lag_21h_mean,3,21.42265773798866,7.616101639398944e-14,True,***,17498,I,17519
wd_lag_3h_mean,9,8.02715623023951,5.86473565525463e-12,True,***,17516,I,17519
wd_lag_18h_mean,5,8.239337017602091,8.743200970204365e-08,True,***,17501,I,17519
wd_lag_15h_mean,6,6.570730134710047,6.016752033054463e-07,True,***,17504,I,17519
ta_diff_24h,9,5.084095145869281,6.827465232933207e-07,True,***,17495,I,17519
dayofweek,12,4.244444278643973,9.804747524634518e-07,True,***,17519,I,17519
rn_day,8,4.368803840240352,2.7632699967710972e-05,True,***,17519,I,17519
day_of_year,3,7.472554929155084,5.374903253586e-05,True,***,17519,I,17519
month,2,9.268196679930046,9.484230802924442e-05,True,***,17519,I,17519
dayofweek_sin,12,2.582366494917114,0.001990995773517356,True,**,17519,I,17519
rn_hr1_lag_18h_mean,1,5.270108002107974,0.02170643583167719,True,*,17501,I,17519
daily_temp_range,12,1.978240121879076,0.02213337675599767,True,*,17519,I,17519
rn_hr1_lag_15h_mean,2,3.2190207962830297,0.0400178881825508,True,*,17504,I,17519
rn_hr1_lag_21h_mean,1,3.3878669829881427,0.0656947880312838,False,,17498,I,17519
daily_temp_range_diff,1,3.086721746687798,0.07895117874038578,False,,17496,I,17519
rn_hr1_lag_24h_mean,12,1.4420520338970895,0.13862095581369407,False,,17495,I,17519
rn_hr1,10,1.4745475382283497,0.14173050725170816,False,,17519,I,17519
rn_hr1_lag_3h_mean,1,1.7223751888322707,0.18940479338757996,False,,17516,I,17519
month_day_interaction,3,1.3466283298193185,0.25722665822962065,False,,17519,I,17519
rn_hr1_lag_12h_mean,4,1.291469500926832,0.27074248849540883,False,,17507,I,17519
rn_hr1_lag_9h_mean,11,1.028194623142164,0.4177191294606289,False,,17510,I,17519
rn_hr1_lag_6h_mean,3,0.8686967975870021,0.4564437437649529,False,,17513,I,17519
ws_fourier_cos_1,1,0.2539761178636796,0.6142955205545753,False,,17519,I,17519
ta_fourier_cos_1,1,0.2539761178636796,0.6142955205545753,False,,17519,I,17519
wind_chill_fourier_cos_1,1,0.2539761178636796,0.6142955205545753,False,,17519,I,17519
hm_fourier_cos_1,1,0.2539761178636796,0.6142955205545753,False,,17519,I,17519
wind_chill_fourier_sin_1,2,0.4727038992824786,0.6233225608742475,False,,17519,I,17519
ws_fourier_sin_1,2,0.4727038992824786,0.6233225608742475,False,,17519,I,17519
hm_fourier_sin_1,2,0.4727038992824786,0.6233225608742475,False,,17519,I,17519
ta_fourier_sin_1,2,0.4727038992824786,0.6233225608742475,False,,17519,I,17519
hm_fourier_cos_3,1,0.08479493440423845,0.7709051009108269,False,,17519,I,17519
ws_fourier_cos_3,1,0.08479493440423845,0.7709051009108269,False,,17519,I,17519
ta_fourier_cos_3,1,0.08479493440423845,0.7709051009108269,False,,17519,I,17519
wind_chill_fourier_cos_3,1,0.08479493440423845,0.7709051009108269,False,,17519,I,17519
ws_fourier_sin_3,1,0.05697994757307053,0.8113373423401543,False,,17519,I,17519
ta_fourier_sin_3,1,0.05697994757307053,0.8113373423401543,False,,17519,I,17519
hm_fourier_sin_3,1,0.05697994757307053,0.8113373423401543,False,,17519,I,17519
wind_chill_fourier_sin_3,1,0.05697994757307053,0.8113373423401543,False,,17519,I,17519
ta_chi_lag_12h_mean,3,555.8289059667528,0.0,True,***,17507,J,17519
wind_chill_lag_9h_mean,3,526.8493799297657,0.0,True,***,17510,J,17519
wind_chill_lag_6h_mean,3,522.6483970062246,0.0,True,***,17513,J,17519
HDD_20,2,832.1854699642589,0.0,True,***,17519,J,17519
ta_lag_12h_mean,3,578.6152877028835,0.0,True,***,17507,J,17519
HDD_18,2,942.3598500542491,0.0,True,***,17519,J,17519
hour_squared,12,136.5237636254822,0.0,True,***,17519,J,17519
ta_lag_6h_mean,3,531.3366142210325,0.0,True,***,17513,J,17519
ta_chi_lag_9h_mean,3,566.168328705307,0.0,True,***,17510,J,17519
ta_lag_9h_mean,3,594.2080961736486,0.0,True,***,17510,J,17519
